TEAM_LIVE_ID,TEAM_LIVE_NAME,ALLIANCE_NAME,ALLIANCE_LEADER,GUILD_NAME,GUILD_TAG,DISCORD_URL,DISCORD_CONTACT,GUILD_CONTACT,TEAM_ORIGIN_ID,TEAM_ORIGIN_NAME,ALLIANCE_ID,GUILD_ID,MISTS_MEMBERS,MISTS_LANG,MISTS_URL,DISCORD_POST_ALLIANCE,DISCORD_POST_RECRUITMENT,.
12015,Bava Nisos,Theres Always A Bigger Fish,FALSE,System Genesis,GEN,,,,12014,Great House Aviary,AF6C9208-66A6-EE11-BA1F-06F2763BE7D0,86AEE1D9-5B98-EE11-81AB-8B4A188BDE13,,,,,,
12015,Bava Nisos,Theres Always A Bigger Fish,FALSE,The Fairytale Knights,TALE,,,,12015,Bava Nisos,AF6C9208-66A6-EE11-BA1F-06F2763BE7D0,AAE04B83-44C2-E311-A53D-AC162DC028B5,,,,,,
12007,Bloodstone Gulch,eclipse Alliance,TRUE,eclipse Alliance,eA,https://discord.gg/APuGp6chzD,@valdrass,,12007,Bloodstone Gulch,335B0458-3C53-E511-925A-AC162DAE5AD5,335B0458-3C53-E511-925A-AC162DAE5AD5,,,,https://discord.com/channels/1118168848806445167/1118852743344439306/1267602422625337438,,
12007,Bloodstone Gulch,eclipse Alliance,FALSE,Dodge Right I Mean,LEFT,,@chromatic.orb,chromatic.2649,12006,Palawadan,335B0458-3C53-E511-925A-AC162DAE5AD5,6A7597C4-3441-EF11-81AB-8B4A188BDE13,89,EN,https://gw2mists.com/guilds/Dodge%20Right%20I%20Mean,,,
12007,Bloodstone Gulch,eclipse Alliance,FALSE,eclipse Vanguard,eV,https://discord.gg/APuGp6chzD,@hypno,Grim.3052,12012,Melandru's Dome,335B0458-3C53-E511-925A-AC162DAE5AD5,B65DAD56-25FB-EE11-BA1F-06F2763BE7D0,88,EN,https://gw2mists.com/guilds/Eclipse%20Vanguard,,https://discord.com/channels/1118168848806445167/1268300844135092335/1268300844135092335,
12007,Bloodstone Gulch,eclipse Alliance,FALSE,Guardian Brigade,POL,https://discord.gg/ZG3ZbBPeep,@raition,Darek.5293,12010,Grenth's Door,335B0458-3C53-E511-925A-AC162DAE5AD5,1D028443-38BF-4E2D-A8EF-D2E90F21C303,38,PL,https://gw2mists.com/guilds/Guardian%20Brigade,,https://discord.com/channels/1118168848806445167/1278978219944710185/1278978219944710185,
12007,Bloodstone Gulch,,TRUE,Please Excuse the Silly Tactics,PEST,,@jim.,,,,,1AFDDC93-CDC8-E711-81A1-06AEA39922EA,,,,,https://discord.com/channels/1118168848806445167/1246781239118270505/1246781239118270505,
12005,Domain of Anguish,Kingdom Of The Grove,TRUE,Kingdom Of The Grove,KGDM,,,Nauda.3678,12005,Domain of Anguish,D2E57B4B-C309-E811-81A1-02909F6AA9AA,D2E57B4B-C309-E811-81A1-02909F6AA9AA,443,,https://gw2mists.com/guilds/Kingdom%20Of%20The%20Grove,,,
12005,Domain of Anguish,Kingdom Of The Grove,FALSE,Illumina Aeternitatem,ILL,,,Nauda.3678,12009,Dragrimmar,D2E57B4B-C309-E811-81A1-02909F6AA9AA,7D08E82B-30A7-445B-9E3E-D265D3ED5125,183,DE,https://gw2mists.com/guilds/Illumina%20Aeternitatem,,,
12009,Dragrimmar,Just Different,TRUE,Just Different,JuDi,https://discord.gg/EUbsUUshQz,@desertbabe,Desertbabe.2804,12009,Dragrimmar,298C8826-9A6C-EC11-81A8-CDE2AC1EED30,298C8826-9A6C-EC11-81A8-CDE2AC1EED30,352,EN,https://gw2mists.com/guilds/Just%20Different,https://discord.com/channels/1118168848806445167/1118852743344439306/1192217892486381640,https://discord.com/channels/1118168848806445167/1240672318146085016/1240672318146085016,
12009,Dragrimmar,Just Different,FALSE,Crazy Bumper Stickers,BumP,https://discord.gg/rYphgaEQ64,@desertbabe,Desertbabe.2804,12009,Dragrimmar,298C8826-9A6C-EC11-81A8-CDE2AC1EED30,6BF55394-54C9-E311-8D3D-AC162DC0A8ED,103,EN,https://gw2mists.com/guilds/Crazy%20Bumper%20Stickers,,https://discord.com/channels/1118168848806445167/1268962322655739957/1268962322655739957,
12009,Dragrimmar,Just Different,FALSE,Crusaders of the Sun,SUN,,,,12001,Skrittsburgh,298C8826-9A6C-EC11-81A8-CDE2AC1EED30,1DB147F0-E895-451B-B620-D8A7D279CC41,,,,,,
12009,Dragrimmar,Just Different,FALSE,Deceiivers,Dec,,,,12006,Palawadan,298C8826-9A6C-EC11-81A8-CDE2AC1EED30,D1F14D0F-C027-ED11-81B7-C3B1C0E42B51,,,,,,
12009,Dragrimmar,Just Different,FALSE,Hellfire Mercenaries,MERC,,,,12006,Palawadan,298C8826-9A6C-EC11-81A8-CDE2AC1EED30,02BC88DA-335C-41F2-92A1-C65B91538F2E,,,,,,
12009,Dragrimmar,Just Different,FALSE,I Tripped and Fell,Oops,,,,12003,Silent Woods,298C8826-9A6C-EC11-81A8-CDE2AC1EED30,5A8074AA-7F24-49E6-8F9C-2B522F5CBC90,,,,,,
12009,Dragrimmar,Just Different,FALSE,Legacy of Nosferatu,KISS,,,,,,298C8826-9A6C-EC11-81A8-CDE2AC1EED30,F5349CA8-9A11-45E3-BAF0-42E1684789F1,,,,,,
12009,Dragrimmar,Just Different,FALSE,Little Red Raiding,HOOD,https://discord.gg/QuK7sdVfnk,@era.lukas.son,Fjubeb.7514,12002,Fortune's Vale,298C8826-9A6C-EC11-81A8-CDE2AC1EED30,252EDB44-28E2-E411-925A-AC162DAE5AD5,,,,,https://discord.com/channels/1118168848806445167/1193212388560867488/1257444083211702313,
12009,Dragrimmar,Just Different,FALSE,Monkey Academy,Uuk,,,,12004,Ettin's Back,298C8826-9A6C-EC11-81A8-CDE2AC1EED30,51F8F493-15D0-E911-81A8-CDE2AC1EED30,,,,,,
12009,Dragrimmar,Just Different,FALSE,Oni Mask,oNi,,,,,,298C8826-9A6C-EC11-81A8-CDE2AC1EED30,63C58380-3E94-EC11-81B7-C3B1C0E42B51,,,,,,
12009,Dragrimmar,Just Different,FALSE,The Dream Of Gaia,Gaia,,,,12006,Palawadan,298C8826-9A6C-EC11-81A8-CDE2AC1EED30,049EFB56-DCE7-EA11-81B7-AD7CCA945DAC,,,,,,
12009,Dragrimmar,Just Different,FALSE,Third Legio,III,,,,12002,Fortune's Vale,298C8826-9A6C-EC11-81A8-CDE2AC1EED30,8AA47689-4CD5-49FB-A4F7-A14EF3955894,,,,,,
12009,Dragrimmar,Notorîous,TRUE,Notorîous,BiG,https://discord.gg/bigblob,,haz.6358,12009,Dragrimmar,7448E0E2-0332-EE11-81B7-AD7CCA945DAC,7448E0E2-0332-EE11-81B7-AD7CCA945DAC,481,EN,https://gw2mists.com/guilds/Notor%C3%AEous,,,
12009,Dragrimmar,Notorîous,FALSE,Almost Harmless,AH,https://discord.gg/almost-harmless,,Tiru.3105,12001,Skrittsburgh,7448E0E2-0332-EE11-81B7-AD7CCA945DAC,DB7F8475-49AA-E311-941E-AC162DAE5AD5,84,EN,https://gw2mists.com/guilds/Almost%20Harmless,,,
12009,Dragrimmar,Notorîous,FALSE,Hoez Kicking Booties,HoeZ,,,SpiV.8052,12007,Bloodstone Gulch,7448E0E2-0332-EE11-81B7-AD7CCA945DAC,8EFCD3B8-B1F6-EB11-81A8-B942C6BB2B96,25,EN,https://gw2mists.com/guilds/Hoez%20Kicking%20Booties,,,
12009,Dragrimmar,Notorîous,FALSE,Im Boutta,BUST,,,,12009,Dragrimmar,7448E0E2-0332-EE11-81B7-AD7CCA945DAC,C50A1F9B-B6EB-EE11-81B8-D206D0C515D3,,,,,,
12009,Dragrimmar,Notorîous,FALSE,Kaotîk,KotK,,,Syak.1359,12014,Great House Aviary,7448E0E2-0332-EE11-81B7-AD7CCA945DAC,EA0CEE16-5F47-E711-80D3-AC162DC085C0,18,ES,https://gw2mists.com/guilds/Kaot%C3%AEk,,,
12009,Dragrimmar,Notorîous,FALSE,Massive Overkill,NUKE,,,,12015,Bava Nisos,7448E0E2-0332-EE11-81B7-AD7CCA945DAC,1A38A4D5-30E2-41FB-8999-0DA9B8FA4DD5,,,,,,
12009,Dragrimmar,Notorîous,FALSE,Qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,QWOP,,,Tequila.7456,12013,Kormir's Library,7448E0E2-0332-EE11-81B7-AD7CCA945DAC,3F486FF9-8DC9-E611-80D4-E4115BDFF975,108,,https://gw2mists.com/guilds/Qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,,,
12009,Dragrimmar,Notorîous,FALSE,Rejêcted,rjct,,@gam1621,,,,7448E0E2-0332-EE11-81B7-AD7CCA945DAC,538BFCA1-4ECE-E811-81A8-E8B6963692B8,,EN,,,https://discord.com/channels/1118168848806445167/1277583523859009606/1277583523859009606,
12004,Ettin's Back,Generic Djinn Guild,TRUE,Generic Djinn Guild,LAMP,,@crazynourdinmofo,DaveTheKid.5293,12004,Ettin's Back,198BBD7C-FDBA-EB11-81AC-95DFE50946EB,198BBD7C-FDBA-EB11-81AC-95DFE50946EB,,,,https://discord.com/channels/1118168848806445167/1118852743344439306/1250720693222641666,,
12004,Ettin's Back,Generic Djinn Guild,FALSE,End Ôf Days,DOOM,,,,12008,Frost Citadel,198BBD7C-FDBA-EB11-81AC-95DFE50946EB,FE700DF5-5F42-EC11-81B7-C3B1C0E42B51,,,,,,
12004,Ettin's Back,Generic Djinn Guild,FALSE,Gandara Community,DARA,,,,12015,Bava Nisos,198BBD7C-FDBA-EB11-81AC-95DFE50946EB,F925BE45-4903-E711-80D3-E83935B5B448,,,,,,
12004,Ettin's Back,Generic Djinn Guild,FALSE,Gimme Your Loot,BAG,,@crazynourdinmofo,Mlinni.6109,12013,Kormir's Library,198BBD7C-FDBA-EB11-81AC-95DFE50946EB,692064E0-49F4-E911-81B7-AD7CCA945DAC,335,,https://gw2mists.com/guilds/Gimme%20Your%20Loot,,https://discord.com/channels/1118168848806445167/1202993566063005717/1202993566063005717,
12004,Ettin's Back,Generic Djinn Guild,FALSE,O U R S,OURS,,,,12010,Grenth's Door,198BBD7C-FDBA-EB11-81AC-95DFE50946EB,ECBC561A-7FD9-E411-A278-AC162DC0070D,,,,,,
12004,Ettin's Back,Generic Djinn Guild,FALSE,Pure of Mind,Pure,,,,12002,Fortune's Vale,198BBD7C-FDBA-EB11-81AC-95DFE50946EB,D58D7A66-E2BA-E411-A2AD-AC162DC0A8ED,,,,,,
12004,Ettin's Back,Generic Djinn Guild,FALSE,Shiver Me Timbers,FSP,,,,,,198BBD7C-FDBA-EB11-81AC-95DFE50946EB,943688CC-E9B8-4BC3-8D91-DACCF5C98A10,160,,,,,
12004,Ettin's Back,Generic Djinn Guild,FALSE,The Nut Crackers,NUTS,,,,12007,Bloodstone Gulch,198BBD7C-FDBA-EB11-81AC-95DFE50946EB,E33B6E88-1E8B-4E55-97F6-192DFBDA1F92,,,,,,
12004,Ettin's Back,Generic Djinn Guild,FALSE,Waiting Until We Wipe,MIMI,,,,12005,Domain of Anguish,198BBD7C-FDBA-EB11-81AC-95DFE50946EB,D6759823-3E4F-E911-81A8-CDE2AC1EED30,,,,,,
12004,Ettin's Back,,TRUE,Peasants Time To,RIOT,https://discord.gg/JD6aV27tGF,,OoyouknowmeoO.6914,12004,Ettin's Back,,65CD771D-60CD-EC11-81A9-8FB5CFBE7766,134,EN,https://gw2mists.com/guilds/Peasants%20Time%20To,,,
12002,Fortune's Vale,My Build Is From Meta Battle,TRUE,My Build Is From Meta Battle,Mb,https://discord.gg/mbguild,@ashagbr,asha.4159,12002,Fortune's Vale,2F398D10-BADA-E811-81A8-E8B6963692B8,2F398D10-BADA-E811-81A8-E8B6963692B8,185,EN,https://gw2mists.com/guilds/My%20Build%20Is%20From%20Meta%20Battle,https://discord.com/channels/1118168848806445167/1278309575250022442/1278309575250022442,,
12002,Fortune's Vale,My Build Is From Meta Battle,FALSE,My Build Is From Metabattle,Mb,https://discord.gg/mbguild,@ashagbr,asha.4159,12010,Grenth's Door,2F398D10-BADA-E811-81A8-E8B6963692B8,A4D97498-5CC3-EE11-BA1F-06F2763BE7D0,,,,,https://discord.com/channels/1118168848806445167/1278309575250022442/1278309575250022442,
12002,Fortune's Vale,My Build Is From Meta Battle,FALSE,My Build Is From Metabattle I,Mb,https://discord.gg/mbguild,@ashagbr,asha.4159,12009,Dragrimmar,2F398D10-BADA-E811-81A8-E8B6963692B8,A53AF5B1-7BC4-EE11-81AA-F91D67309373,,,,,https://discord.com/channels/1118168848806445167/1278309575250022442/1278309575250022442,
12002,Fortune's Vale,,TRUE,The Dead Souls,dS,,@kingofthespartans,Zacc.8243,12002,Fortune's Vale,,C8E6893C-5318-EF11-BA1F-06F2763BE7D0,113,EN,https://gw2mists.com/guilds/The%20Dead%20Souls,,https://discord.com/channels/1118168848806445167/1276356540646821948/1276356540646821948,
12008,Frost Citadel,Goobagoo,TRUE,Goobagoo,GOOO,https://discord.gg/R5YeNZuwQt,@zxr_,zZxR.3647,12008,Frost Citadel,9346D8E0-17FC-EE11-81AB-8B4A188BDE13,9346D8E0-17FC-EE11-81AB-8B4A188BDE13,,,,https://discord.com/channels/1118168848806445167/1118852743344439306/1273285479650820140,,
12008,Frost Citadel,Goobagoo,FALSE,Dynamic Phosphor,dP,,@zazarrus,Zazarrus.2183,12012,Melandru's Dome,9346D8E0-17FC-EE11-81AB-8B4A188BDE13,D0116AD7-3DE1-E911-81A8-CDE2AC1EED30,113,DE,https://gw2mists.com/guilds/Dynamic%20Phosphor,,https://discord.com/channels/1118168848806445167/1275117222808780854/1275117222808780854,
12008,Frost Citadel,Goobagoo,FALSE,Kazokú,Kazo,,,,12009,Dragrimmar,9346D8E0-17FC-EE11-81AB-8B4A188BDE13,518DA20E-4697-E311-8BA5-AC162DAAE275,72,,,,,
12008,Frost Citadel,Goobagoo,FALSE,Legione Sidera,IRIS,,,,12008,Frost Citadel,9346D8E0-17FC-EE11-81AB-8B4A188BDE13,0343C750-C187-E411-AA11-AC162DAAE275,,,,,,
12008,Frost Citadel,Goobagoo,FALSE,Mîdnîght,Crew,,,,,,9346D8E0-17FC-EE11-81AB-8B4A188BDE13,2A4687C4-F870-EC11-81B7-C3B1C0E42B51,23,,,,,
12008,Frost Citadel,Goobagoo,FALSE,Plague Division,RATS,,,,12009,Dragrimmar,9346D8E0-17FC-EE11-81AB-8B4A188BDE13,19201AB5-A0F2-E911-81B7-C3B1C0E42B51,54,,,,,
12008,Frost Citadel,Goobagoo,FALSE,Tamashî,vnsh,,,,,,9346D8E0-17FC-EE11-81AB-8B4A188BDE13,F4B0E685-4B51-EE11-81B7-AD7CCA945DAC,,,,,,
12008,Frost Citadel,,TRUE,Legacy of Aurora,AurA,,@adda_frank,,12008,Frost Citadel,,2CD150A6-A55D-EC11-81A8-E944283D67C1,,,,,https://discord.com/channels/1118168848806445167/1240238917836603395/1240238917836603395,
12014,Great House Aviary,Battlecross,TRUE,Battlecross,SMC,https://discord.gg/gw2smc,@chrismrdynamic,Stoneless.3968,12014,Great House Aviary,F235D388-182B-EF11-BA1F-06F2763BE7D0,F235D388-182B-EF11-BA1F-06F2763BE7D0,248,DE,https://gw2mists.com/guilds/Battlecross,https://discord.com/channels/1118168848806445167/1118852743344439306/1254861839766917130,https://discord.com/channels/1118168848806445167/1254834289967628329/1254834289967628329,
12014,Great House Aviary,Battlecross,FALSE,Die Die Deff Tappen,üEi,,,,,,F235D388-182B-EF11-BA1F-06F2763BE7D0,7F5CC112-593B-E911-81A8-CDE2AC1EED30,,,,,,
12014,Great House Aviary,Battlecross,FALSE,Dingoes Ate My Baby,DNGO,,@tyronejabberwocky,Macci.1907,12007,Bloodstone Gulch,F235D388-182B-EF11-BA1F-06F2763BE7D0,4C3DD0AC-C410-E611-80D4-E4115BD058A1,55,DE,https://gw2mists.com/guilds/Dingoes%20Ate%20My%20Baby,,,
12014,Great House Aviary,Battlecross,FALSE,The Vision X,VIS,,,,,,F235D388-182B-EF11-BA1F-06F2763BE7D0,E99B259A-B1EA-4419-A8CD-3E1310C182DA,,,,,,
12014,Great House Aviary,Battlecross,FALSE,X The Punishment X,BOMB,,,,12003,Silent Woods,F235D388-182B-EF11-BA1F-06F2763BE7D0,156C1D41-0605-E711-80D3-E4115BE8BBE8,,,,,,
12014,Great House Aviary,Most Effective Teamplay Alliance,TRUE,Most Effective Teamplay Alliance,Meta,https://discord.gg/VprTPsspdW,@mr.x5333,,12014,Great House Aviary,71CDC3D3-11A2-43E0-B111-71F6BC8A8F7F,71CDC3D3-11A2-43E0-B111-71F6BC8A8F7F,,,,https://discord.com/channels/1118168848806445167/1118852743344439306/1201224296102641835,,
12014,Great House Aviary,Most Effective Teamplay Alliance,FALSE,A New Name For Bomb,gub,,,,,,71CDC3D3-11A2-43E0-B111-71F6BC8A8F7F,E68BE9F5-6079-E811-81A8-CDE2AC1EED30,,,,,,
12014,Great House Aviary,Most Effective Teamplay Alliance,FALSE,Alio Modo,Sith,,@j.u.l.z,Celmel.6957,12008,Frost Citadel,71CDC3D3-11A2-43E0-B111-71F6BC8A8F7F,8F939294-84DC-EE11-81A9-8FB5CFBE7766,31,DE,https://gw2mists.com/guilds/Alio%20Modo,,https://discord.com/channels/1118168848806445167/1271493034785243186/1271493034785243186,
12014,Great House Aviary,Most Effective Teamplay Alliance,FALSE,Dont Worry We Got,this,,,,,,71CDC3D3-11A2-43E0-B111-71F6BC8A8F7F,757F9AC9-6744-EF11-8465-06D1970130F4,,,,,,
12014,Great House Aviary,Most Effective Teamplay Alliance,FALSE,Fuchsfeuer,Fux,,@varoshsantanamiguel,Varosh.4297,12007,Bloodstone Gulch,71CDC3D3-11A2-43E0-B111-71F6BC8A8F7F,ABEC15BC-86A0-E811-81A8-E944283D67C1,78,DE,https://gw2mists.com/guilds/Fuchsfeuer,,,
12014,Great House Aviary,Most Effective Teamplay Alliance,FALSE,Loyal Nemesis,NE,,,,12004,Ettin's Back,71CDC3D3-11A2-43E0-B111-71F6BC8A8F7F,6384CBDE-D86A-E911-81A8-B942C6BB2B96,,,,,,
12014,Great House Aviary,Most Effective Teamplay Alliance,FALSE,Ninja Asura Club,NAC,,,,12011,Mirror of Lyssa,71CDC3D3-11A2-43E0-B111-71F6BC8A8F7F,0E55A939-7893-E411-925A-AC162DAE5AD5,,,,,,
12014,Great House Aviary,Most Effective Teamplay Alliance,FALSE,River Runs,Red,,,,12009,Dragrimmar,71CDC3D3-11A2-43E0-B111-71F6BC8A8F7F,A8B075D0-EC32-E511-A2AD-AC162DC0A8ED,,,,,,
12014,Great House Aviary,Most Effective Teamplay Alliance,FALSE,Strike at Dawn,Dawn,,,,12010,Grenth's Door,71CDC3D3-11A2-43E0-B111-71F6BC8A8F7F,F760411A-1F0D-E411-B827-AC162DC0A8ED,,,,,,
12014,Great House Aviary,Most Effective Teamplay Alliance,FALSE,Tamok,TA,,@dodfrig,,12001,Skrittsburgh,71CDC3D3-11A2-43E0-B111-71F6BC8A8F7F,FAB27B3C-A94A-4DDD-92FD-65CD8852DD0C,,DE,,,https://discord.com/channels/1118168848806445167/1198944933755756615/1198944933755756615,
12014,Great House Aviary,Most Effective Teamplay Alliance,FALSE,We Take Care Of Your Worries,Care,,,,12003,Silent Woods,71CDC3D3-11A2-43E0-B111-71F6BC8A8F7F,FD0572FC-B63D-ED11-8465-068565E44296,,,,,,
12014,Great House Aviary,,TRUE,Lagaron,SARO,https://discord.gg/nMD3v7C,@saromon,,12014,Great House Aviary,,01D0B003-68CB-E411-925A-AC162DAE5AD5,,EN,,,https://discord.com/channels/1118168848806445167/1265790182750289920/1265790182750289920,
12010,Grenth's Door,Alliance of Elona,TRUE,Alliance of Elona,AoE,https://discord.gg/fFvjqpV,@loebentigrissilvestre,Terror Broetchen.6435,12010,Grenth's Door,59D2F5A6-4DD4-4D23-B87A-F835FD0B73A0,59D2F5A6-4DD4-4D23-B87A-F835FD0B73A0,452,DE,https://gw2mists.com/guilds/Alliance%20Of%20Elona,https://discord.com/channels/1118168848806445167/1118852743344439306/1241823140464824472,,
12010,Grenth's Door,Alliance of Elona,FALSE,Dead On Ârrival,DOA,,,,12008,Frost Citadel,59D2F5A6-4DD4-4D23-B87A-F835FD0B73A0,4DC9662D-A462-4100-B11A-6D94DEB2E910,,,,,,
12010,Grenth's Door,Alliance of Elona,FALSE,Elona Night Watch,ENW,,,,12006,Palawadan,59D2F5A6-4DD4-4D23-B87A-F835FD0B73A0,697424FD-5FE5-E311-88E3-AC162DC0E835,,,,,,
12010,Grenth's Door,Alliance of Elona,FALSE,Lights of Elona,LoE,,,,12010,Grenth's Door,59D2F5A6-4DD4-4D23-B87A-F835FD0B73A0,2B0740DE-538E-E611-80D3-E83935B5B448,,,,,,
12010,Grenth's Door,Alliance of Elona,FALSE,Sixkiller Enterprises,Pay,,,,12002,Fortune's Vale,59D2F5A6-4DD4-4D23-B87A-F835FD0B73A0,9CFCB8BA-FEA3-430F-BF00-9B6B598F7062,,,,,,
12010,Grenth's Door,Alliance of Elona,FALSE,The All Saînts,TâS,,,,12013,Kormir's Library,59D2F5A6-4DD4-4D23-B87A-F835FD0B73A0,401BFB04-9B36-E411-A2AD-AC162DC0A8ED,,,,,,
12010,Grenth's Door,Alliance of Elona,FALSE,Tränen der Ewigkeit,TdE,,,,12009,Dragrimmar,59D2F5A6-4DD4-4D23-B87A-F835FD0B73A0,4E0BFF81-26FF-473F-9E08-69B35A19D26B,,,,,,
12010,Grenth's Door,Wait What Color Are We,TRUE,Wait What Color Are We,LOST,,@mevanna,,12010,Grenth's Door,907116C8-FADD-EA11-81B7-AD7CCA945DAC,907116C8-FADD-EA11-81B7-AD7CCA945DAC,,,,https://discord.com/channels/1118168848806445167/1118852743344439306/1252701385829515314,,
12010,Grenth's Door,Wait What Color Are We,FALSE,Die Weltentraumfänger,DWF,,,,,,907116C8-FADD-EA11-81B7-AD7CCA945DAC,B7556E88-956C-EB11-81B7-AD7CCA945DAC,,,,,,
12010,Grenth's Door,Wait What Color Are We,FALSE,Divinity Legione Delle Tenebre,FATO,,,,12007,Bloodstone Gulch,907116C8-FADD-EA11-81B7-AD7CCA945DAC,65A7F1AF-D52B-45A5-A221-FD74C4D7A5DD,,,,,,
12010,Grenth's Door,Wait What Color Are We,FALSE,Ministry Of Death Hun,MoD,,,,12012,Melandru's Dome,907116C8-FADD-EA11-81B7-AD7CCA945DAC,FBA78570-4184-4FB2-9091-BB6D52676B10,,,,,,
12010,Grenth's Door,Wait What Color Are We,FALSE,Pewtato Warriors,PeW,,,,12006,Palawadan,907116C8-FADD-EA11-81B7-AD7CCA945DAC,EE3E99C7-50E0-EC11-8465-068565E44296,,,,,,
12010,Grenth's Door,Wait What Color Are We,FALSE,The Morning Squad,TMS,,,,12005,Domain of Anguish,907116C8-FADD-EA11-81B7-AD7CCA945DAC,372ECBD6-8017-EF11-8465-068565E44296,,,,,,
12010,Grenth's Door,,TRUE,Death by Tea,CUP,https://discord.gg/dRtzSUpsax,@diza.ster,diza ster.9125,12010,Grenth's Door,,E377E769-5DBB-46EC-8DF5-07253C9A46DB,131,EN,https://gw2mists.com/guilds/Death%20By%20Tea,,https://discord.com/channels/1118168848806445167/1264652866400944229/1264652866400944229,
12010,Grenth's Door,,TRUE,Invade Destroy Repeat,WvW,https://discord.gg/WhT34vDa84,@kane_wvw,Kane Dreloran.6198,12010,Grenth's Door,,87336973-FDB0-EB11-81B7-C3B1C0E42B51,49,DE,https://gw2mists.com/guilds/Invade%20Destroy%20Repeat,,https://discord.com/channels/1118168848806445167/1248731416620171265/1248731416620171265,
12010,Grenth's Door,,TRUE,Order Of The Golden Dragons,GOLD,,@allenwalker1635,ALLEN.1635,12010,Grenth's Door,,D9997458-A2B3-E311-A8FE-AC162DC05865,,ES,,,https://discord.com/channels/1118168848806445167/1263216763047247897/1263216763047247897,
